"","Name","Date","habitat","country","locality","site","strata","Height..cm.","Latitude","Longitude","Depth","Camera","Photographer","Water.quality","Strobes","Framing.gear.used","White.balance.card","Comments","Row","Column","Label","Annotator","Date.annotated","Machine.suggestion.1","Machine.confidence.1","Machine.suggestion.2","Machine.confidence.2","Machine.suggestion.3","Machine.confidence.3","Machine.suggestion.4","Machine.confidence.4","Machine.suggestion.5","Machine.confidence.5"
"2369","USMAMH201905_599_high_(3).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,500,429,"MAEC","helmuthlab","2020-07-17 12:47:07+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2370","USMAMH201905_599_high_(3).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,421,1116,"BRY","helmuthlab","2020-07-17 12:47:07+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2371","USMAMH201905_599_high_(3).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,2087,302,"BRY","helmuthlab","2020-07-17 12:47:08+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2372","USMAMH201905_599_high_(3).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,254,2133,"MAEC","helmuthlab","2020-07-17 12:47:07+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2373","USMAMH201905_599_high_(3).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,479,1345,"BRY","helmuthlab","2020-07-17 12:47:07+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2374","USMAMH201905_599_high_(3).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,985,2840,"MAEC","helmuthlab","2020-07-17 12:47:07+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2375","USMAMH201905_599_high_(3).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,914,905,"MAEC","helmuthlab","2020-07-17 12:47:07+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2376","USMAMH201905_599_high_(3).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,903,662,"BRY","helmuthlab","2020-07-17 12:47:07+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2377","USMAMH201905_599_high_(3).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,1539,3157,"MAEC","helmuthlab","2020-07-17 12:47:08+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2378","USMAMH201905_599_high_(3).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,226,3127,"BRY","helmuthlab","2020-07-17 12:47:07+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2379","USMAMH201905_599_high_(3).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,2365,2476,"BRY","helmuthlab","2020-07-17 12:47:08+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2380","USMAMH201905_599_high_(3).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,2331,3470,"SHAD","helmuthlab","2020-07-17 12:47:08+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2381","USMAMH201905_599_high_(3).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,2374,3172,"SC","helmuthlab","2020-07-17 12:47:08+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2382","USMAMH201905_599_high_(3).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,374,2061,"MAEC","helmuthlab","2020-07-17 12:47:07+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2383","USMAMH201905_599_high_(3).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,2222,64,"BRY","helmuthlab","2020-07-17 12:47:08+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2384","USMAMH201905_599_high_(3).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,1531,2325,"BRY","helmuthlab","2020-07-17 12:47:08+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2385","USMAMH201905_599_high_(3).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,2145,129,"MAEC","helmuthlab","2020-07-17 12:47:08+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2386","USMAMH201905_599_high_(3).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,1518,2550,"BRY","helmuthlab","2020-07-17 12:47:08+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2387","USMAMH201905_599_high_(3).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,466,930,"MAEC","helmuthlab","2020-07-17 12:47:07+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2388","USMAMH201905_599_high_(3).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,228,1609,"CRB","helmuthlab","2020-07-17 12:47:07+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2389","USMAMH201905_599_high_(3).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,2561,1679,"SC","helmuthlab","2020-07-17 12:47:08+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2390","USMAMH201905_599_high_(3).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,998,474,"MAEC","helmuthlab","2020-07-17 12:47:07+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2391","USMAMH201905_599_high_(3).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,672,990,"MAEC","helmuthlab","2020-07-17 12:47:07+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2392","USMAMH201905_599_high_(3).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,574,564,"BRY","helmuthlab","2020-07-17 12:47:07+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2393","USMAMH201905_599_high_(3).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,2450,2165,"MAEN","helmuthlab","2020-07-17 12:47:08+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2394","USMAMH201905_599_high_(3).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,757,1027,"BRY","helmuthlab","2020-07-17 12:47:07+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2395","USMAMH201905_599_high_(3).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,1212,1957,"BRY","helmuthlab","2020-07-17 12:47:08+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2396","USMAMH201905_599_high_(3).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,1437,3193,"MAEC","helmuthlab","2020-07-17 12:47:08+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2397","USMAMH201905_599_high_(3).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,1164,3107,"MAEC","helmuthlab","2020-07-17 12:47:08+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2398","USMAMH201905_599_high_(3).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,927,955,"MAEC","helmuthlab","2020-07-17 12:47:07+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2399","USMAMH201905_599_high_(3).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,631,822,"MAEC","helmuthlab","2020-07-17 12:47:07+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2400","USMAMH201905_599_high_(3).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,913,959,"MAEC","helmuthlab","2020-07-17 12:47:07+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2401","USMAMH201905_600_high_(2).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,984,84,"SC","helmuthlab","2020-07-17 12:49:08+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2402","USMAMH201905_600_high_(2).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,2046,1238,"MAEC","helmuthlab","2020-07-17 12:49:08+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2403","USMAMH201905_600_high_(2).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,1350,189,"SC","helmuthlab","2020-07-17 12:49:08+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2404","USMAMH201905_600_high_(2).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,1819,2063,"MAEC","helmuthlab","2020-07-17 12:49:08+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2405","USMAMH201905_600_high_(2).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,2103,593,"MOG","helmuthlab","2020-07-17 12:49:08+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2406","USMAMH201905_600_high_(2).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,339,803,"MOG","helmuthlab","2020-07-17 12:49:08+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2407","USMAMH201905_600_high_(2).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,805,109,"SC","helmuthlab","2020-07-17 12:49:08+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2408","USMAMH201905_600_high_(2).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,1862,1650,"MAEC","helmuthlab","2020-07-17 12:49:08+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2409","USMAMH201905_600_high_(2).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,2187,1064,"SC","helmuthlab","2020-07-17 12:49:08+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2410","USMAMH201905_600_high_(2).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,516,1791,"SC","helmuthlab","2020-07-17 12:49:08+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2411","USMAMH201905_600_high_(2).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,272,1253,"SC","helmuthlab","2020-07-17 12:49:08+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2412","USMAMH201905_600_high_(2).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,1502,2139,"CRB","helmuthlab","2020-07-17 12:49:08+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2413","USMAMH201905_600_high_(2).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,392,1045,"SC","helmuthlab","2020-07-17 12:49:08+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2414","USMAMH201905_600_high_(2).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,1136,334,"SC","helmuthlab","2020-07-17 12:49:08+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2415","USMAMH201905_600_high_(2).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,11,1328,"SC","helmuthlab","2020-07-17 12:49:08+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2416","USMAMH201905_600_high_(2).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,961,2242,"SC","helmuthlab","2020-07-17 12:49:08+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2417","USMAMH201905_600_high_(2).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,2347,1956,"MAEC","helmuthlab","2020-07-17 12:49:08+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2418","USMAMH201905_600_high_(2).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,82,622,"SHAD","helmuthlab","2020-07-17 12:49:08+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2419","USMAMH201905_600_high_(2).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,1580,2083,"CRB","helmuthlab","2020-07-17 12:49:08+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2420","USMAMH201905_600_high_(2).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,406,1063,"SC","helmuthlab","2020-07-17 12:49:08+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2421","USMAMH201905_600_high_(2).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,42,887,"SC","helmuthlab","2020-07-17 12:49:08+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2422","USMAMH201905_600_high_(2).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,1583,2282,"MAEN","helmuthlab","2020-07-17 12:49:08+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2423","USMAMH201905_600_high_(2).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,1972,1894,"MAEC","helmuthlab","2020-07-17 12:49:08+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2424","USMAMH201905_600_high_(2).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,811,448,"SC","helmuthlab","2020-07-17 12:49:08+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2425","USMAMH201905_600_high_(2).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,5,874,"SC","helmuthlab","2020-07-17 12:49:08+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2426","USMAMH201905_600_high_(2).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,981,2385,"SC","helmuthlab","2020-07-17 12:49:08+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2427","USMAMH201905_600_high_(2).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,455,1869,"SC","helmuthlab","2020-07-17 12:49:08+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2428","USMAMH201905_600_high_(2).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,903,574,"SC","helmuthlab","2020-07-17 12:49:08+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2429","USMAMH201905_600_high_(2).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,388,2403,"SC","helmuthlab","2020-07-17 12:49:08+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2430","USMAMH201905_600_high_(2).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,202,1365,"SC","helmuthlab","2020-07-17 12:49:08+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2431","USMAMH201905_600_high_(2).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,479,1630,"SC","helmuthlab","2020-07-17 12:49:08+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2432","USMAMH201905_600_high_(2).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,205,959,"SC","helmuthlab","2020-07-17 12:49:08+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2433","USMAMH201905_600_high_(2).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,1586,1547,"MAEN","helmuthlab","2020-07-17 12:49:08+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2434","USMAMH201905_600_high_(2).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,444,1126,"SC","helmuthlab","2020-07-17 12:49:08+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2435","USMAMH201905_600_high_(2).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,1332,107,"SC","helmuthlab","2020-07-17 12:49:08+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2436","USMAMH201905_600_high_(2).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,1245,1928,"CRB","helmuthlab","2020-07-17 12:49:08+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2437","USMAMH201905_600_high_(2).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,1042,1951,"SC","helmuthlab","2020-07-17 12:49:08+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2438","USMAMH201905_600_high_(2).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,760,2459,"SC","helmuthlab","2020-07-17 12:49:08+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2439","USMAMH201905_600_high_(2).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,939,1795,"SC","helmuthlab","2020-07-17 12:49:08+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2440","USMAMH201905_600_high_(2).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,1334,894,"SC","helmuthlab","2020-07-17 12:49:08+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2441","USMAMH201905_600_high_(2).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,1763,1647,"MOG","helmuthlab","2020-07-17 12:49:08+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2442","USMAMH201905_600_high_(2).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,994,770,"SC","helmuthlab","2020-07-17 12:49:08+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2443","USMAMH201905_600_high_(2).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,1523,1550,"MAEN","helmuthlab","2020-07-17 12:49:08+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2444","USMAMH201905_600_high_(2).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,1507,1184,"SC","helmuthlab","2020-07-17 12:49:08+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"2445","USMAMH201905_600_high_(2).JPG","2019-05-21","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","HIGHTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,1427,1960,"CRB","helmuthlab","2020-07-17 12:49:08+00:00","",NA,"",NA,"",NA,"",NA,"",NA
